Word,Frequency,Document
national,2,doc4.txt
product,1,doc4.txt
korea,1,doc4.txt
today,4,doc4.txt
koreas,1,doc4.txt
economy,3,doc4.txt
forty,1,doc4.txt
times,1,doc4.txt
larger,1,doc4.txt
can,14,doc4.txt
explain,2,doc4.txt
fact,2,doc4.txt
certainly,1,doc4.txt
due,1,doc4.txt
lack,2,doc4.txt
effort,2,doc4.txt
part,4,doc4.txt
kenyans,6,doc4.txt
know,13,doc4.txt
hard,5,doc4.txt
are,15,doc4.txt
willing,1,doc4.txt
tremendous,1,doc4.txt
sacrifices,1,doc4.txt
kenyan,13,doc4.txt
mothers,1,doc4.txt
make,4,doc4.txt
herculean,1,doc4.txt
efforts,1,doc4.txt
families,1,doc4.txt
talent,1,doc4.txt
intelligence,1,doc4.txt
creativity,1,doc4.txt
exists,2,doc4.txt
much,3,doc4.txt
blessed,2,doc4.txt
entire,2,doc4.txt
gifts,1,doc4.txt
riches,1,doc4.txt
explains,1,doc4.txt
believe,2,doc4.txt
there,13,doc4.txt
number,1,doc4.txt
factors,3,doc4.txt
nations,10,doc4.txt
come,3,doc4.txt
age,1,doc4.txt
under,2,doc4.txt
best,3,doc4.txt
historical,1,doc4.txt
circumstances,1,doc4.txt
suffers,1,doc4.txt
legacy,1,doc4.txt
colonialism,1,doc4.txt
boundaries,1,doc4.txt
were,4,doc4.txt
drawn,1,doc4.txt
without,3,doc4.txt
regard,2,doc4.txt
political,1,doc4.txt
tribal,3,doc4.txt
alignments,1,doc4.txt
indigenous,1,doc4.txt
peoples,1,doc4.txt
therefore,1,doc4.txt
fed,1,doc4.txt
strife,1,doc4.txt
forced,1,doc4.txt
rapidly,1,doc4.txt
move,3,doc4.txt
highly,1,doc4.txt
agrarian,1,doc4.txt
urban,1,doc4.txt
industrialized,2,doc4.txt
means,2,doc4.txt
health,2,doc4.txt
care,1,doc4.txt
systems,2,doc4.txt
issues,3,doc4.txt
own,7,doc4.txt
200,1,doc4.txt
still,3,doc4.txt
lag,1,doc4.txt
behind,3,doc4.txt
impacting,1,doc4.txt
development,2,doc4.txt
third,1,doc4.txt
hurt,1,doc4.txt
unique,1,doc4.txt
africas,2,doc4.txt
geography,1,doc4.txt
place,3,doc4.txt
disease,2,doc4.txt
viable,1,doc4.txt
markets,2,doc4.txt
especially,1,doc4.txt
terms,1,doc4.txt
trade,1,doc4.txt
decades,1,doc4.txt
building,3,doc4.txt
domestic,1,doc4.txt
economies,2,doc4.txt
navigating,1,doc4.txt
international,2,doc4.txt
financial,1,doc4.txt
system,4,doc4.txt
frederick,1,doc4.txt
douglass,1,doc4.txt
once,1,doc4.txt
stated,1,doc4.txt
power,2,doc4.txt
concedes,1,doc4.txt
nothing,1,doc4.txt
demand,2,doc4.txt
will,21,doc4.txt
result,1,doc4.txt
asked,2,doc4.txt
liberalize,1,doc4.txt
reciprocal,1,doc4.txt
concessions,1,doc4.txt
mature,1,doc4.txt
access,2,doc4.txt
agriculture,1,doc4.txt
commodities,1,doc4.txt
restricted,1,doc4.txt
an,11,doc4.txt
important,2,doc4.txt
engine,1,doc4.txt
economic,2,doc4.txt
growth,2,doc4.txt
other,7,doc4.txt
such,1,doc4.txt
resource,1,doc4.txt
extraction,1,doc4.txt
drain,1,doc4.txt
human,2,doc4.txt
capital,1,doc4.txt
major,1,doc4.txt
senator,1,doc4.txt
united,1,doc4.txt
states,1,doc4.txt
obligation,1,doc4.txt
selfinterest,2,doc4.txt
full,1,doc4.txt
partners,1,doc4.txt
do,5,doc4.txt
shape,1,doc4.txt
intelligent,1,doc4.txt
foreign,2,doc4.txt
policy,2,doc4.txt
promotes,1,doc4.txt
peace,2,doc4.txt
prosperity,1,doc4.txt
gives,1,doc4.txt
hope,1,doc4.txt
opportunity,5,doc4.txt
cannot,3,doc4.txt
wait,1,doc4.txt
act,3,doc4.txt
truth,1,doc4.txt
large,1,doc4.txt
if,8,doc4.txt
does,1,doc4.txt
fall,2,doc4.txt
outside,1,doc4.txt
influences,1,doc4.txt
why,2,doc4.txt
lags,1,doc4.txt
across,1,doc4.txt
failing,1,doc4.txt
ability,2,doc4.txt
government,9,doc4.txt
transparent,3,doc4.txt
accountable,3,doc4.txt
serves,1,doc4.txt
corruption,19,doc4.txt
doubt,1,doc4.txt
accomplished,1,doc4.txt
both,1,doc4.txt
impressive,1,doc4.txt
inspiring,1,doc4.txt
among,3,doc4.txt
remains,1,doc4.txt
model,1,doc4.txt
representative,2,doc4.txt
democracy,2,doc4.txt
factions,1,doc4.txt
found,3,doc4.txt
way,7,doc4.txt
together,3,doc4.txt
stability,2,doc4.txt
enjoy,2,doc4.txt
robust,1,doc4.txt
civil,2,doc4.txt
society,4,doc4.txt
press,1,doc4.txt
thats,3,doc4.txt
fair,1,doc4.txt
honest,3,doc4.txt
strong,3,doc4.txt
partnership,1,doc4.txt
resulted,2,doc4.txt
critical,2,doc4.txt
cooperation,1,doc4.txt
terrorist,2,doc4.txt
real,6,doc4.txt
strides,1,doc4.txt
poverty,2,doc4.txt
alliance,1,doc4.txt
fostering,1,doc4.txt
regional,1,doc4.txt
reason,1,doc4.txt
speak,2,doc4.txt
fought,3,doc4.txt
win,1,doc4.txt
jeopardy,1,doc4.txt
threatened,1,doc4.txt
problem,5,doc4.txt
existed,1,doc4.txt
form,1,doc4.txt
almost,1,doc4.txt
every,1,doc4.txt
city,1,doc4.txt
corrupt,2,doc4.txt
local,2,doc4.txt
american,1,doc4.txt
machines,1,doc4.txt
questionable,1,doc4.txt
elections,4,doc4.txt
last,4,doc4.txt
our,6,doc4.txt
us,3,doc4.txt
congress,1,doc4.txt
seen,2,doc4.txt
resign,1,doc4.txt
taking,1,doc4.txt
bribes,2,doc4.txt
several,1,doc4.txt
others,3,doc4.txt
investigation,2,doc4.txt
using,1,doc4.txt
public,6,doc4.txt
office,1,doc4.txt
private,2,doc4.txt
gain,1,doc4.txt
while,2,doc4.txt
share,3,doc4.txt
here,4,doc4.txt
crisis,3,doc4.txt
robbing,2,doc4.txt
opportunities,2,doc4.txt
they,8,doc4.txt
deserve,2,doc4.txt
recent,2,doc4.txt
reports,1,doc4.txt
pointed,1,doc4.txt
56,1,doc4.txt
vast,1,doc4.txt
majority,1,doc4.txt
desperately,2,doc4.txt
want,4,doc4.txt
change,3,doc4.txt
painfully,1,doc4.txt
obvious,1,doc4.txt
stifles,2,doc4.txt
siphons,1,doc4.txt
off,3,doc4.txt
scarce,1,doc4.txt
resources,3,doc4.txt
improve,1,doc4.txt
infrastructure,1,doc4.txt
bolster,1,doc4.txt
strengthen,1,doc4.txt
stacks,1,doc4.txt
deck,1,doc4.txt
high,2,doc4.txt
against,5,doc4.txt
entrepreneurs,1,doc4.txt
get,2,doc4.txt
jobcreating,1,doc4.txt
ground,1,doc4.txt
survey,1,doc4.txt
showed,1,doc4.txt
costs,1,doc4.txt
firms,1,doc4.txt
6,1,doc4.txt
revenues,1,doc4.txt
difference,1,doc4.txt
between,2,doc4.txt
goodpaying,1,doc4.txt
jobs,3,doc4.txt
somewhere,1,doc4.txt
else,2,doc4.txt
erodes,1,doc4.txt
state,1,doc4.txt
inside,1,doc4.txt
out,6,doc4.txt
sickening,1,doc4.txt
justice,3,doc4.txt
poisoning,1,doc4.txt
police,2,doc4.txt
forces,2,doc4.txt
presence,1,doc4.txt
becomes,1,doc4.txt
source,1,doc4.txt
insecurity,1,doc4.txt
rather,2,doc4.txt
comfort,1,doc4.txt
magnifying,1,doc4.txt
worst,2,doc4.txt
twists,1,doc4.txt
fate,1,doc4.txt
makes,1,doc4.txt
impossible,2,doc4.txt
respond,1,doc4.txt
effectively,1,doc4.txt
crises,1,doc4.txt
whether,5,doc4.txt
pandemic,1,doc4.txt
crippling,2,doc4.txt
drought,1,doc4.txt
whats,1,doc4.txt
worse,1,doc4.txt
provide,1,doc4.txt
would,2,doc4.txt
harness,1,doc4.txt
fear,1,doc4.txt
hatred,1,doc4.txt
agenda,1,doc4.txt
ambitions,1,doc4.txt
shield,1,doc4.txt
criminal,2,doc4.txt
felicien,1,doc4.txt
kabuga,1,doc4.txt
suspected,1,doc4.txt
helping,1,doc4.txt
finance,1,doc4.txt
orchestrate,1,doc4.txt
rwandan,1,doc4.txt
genocide,1,doc4.txt
allowing,1,doc4.txt
purchase,1,doc4.txt
safe,1,doc4.txt
haven,1,doc4.txt
humanity,1,doc4.txt
attacks,1,doc4.txt
shed,1,doc4.txt
blood,1,doc4.txt
struck,1,doc4.txt
heart,1,doc4.txt
facilitated,1,doc4.txt
customs,1,doc4.txt
border,1,doc4.txt
officers,1,doc4.txt
paid,1,doc4.txt
crippled,1,doc4.txt
protect,2,doc4.txt
safety,1,doc4.txt
walking,1,doc4.txt
streets,1,doc4.txt
forged,1,doc4.txt
documents,1,doc4.txt
easy,2,doc4.txt
climate,1,doc4.txt
graft,1,doc4.txt
fraud,1,doc4.txt
thrive,1,doc4.txt
actors,1,doc4.txt
stage,1,doc4.txt
take,3,doc4.txt
advantage,1,doc4.txt
collective,1,doc4.txt
exhaustion,1,doc4.txt
outrage,1,doc4.txt
feel,1,doc4.txt
official,1,doc4.txt
weve,1,doc4.txt
islamic,1,doc4.txt
extremists,1,doc4.txt
purification,1,doc4.txt
deliver,1,doc4.txt
totalitarianism,1,doc4.txt
endemic,1,doc4.txt
opens,1,doc4.txt
door,1,doc4.txt
kind,1,doc4.txt
movement,1,doc4.txt
wake,1,doc4.txt
comes,1,doc4.txt
set,2,doc4.txt
distortions,1,doc4.txt
betrayals,1,doc4.txt
trust,2,doc4.txt
end,2,doc4.txt
promote,1,doc4.txt
common,1,doc4.txt
welfare,1,doc4.txt
lost,2,doc4.txt
struggle,1,doc4.txt
good,4,doc4.txt
news,1,doc4.txt
signs,1,doc4.txt
willingness,1,doc4.txt
report,1,doc4.txt
increasingly,1,doc4.txt
significantly,1,doc4.txt
media,1,doc4.txt
courageous,1,doc4.txt
uncovering,1,doc4.txt
reporting,1,doc4.txt
blatant,1,doc4.txt
abuses,2,doc4.txt
growing,1,doc4.txt
recognition,2,doc4.txt
politicians,1,doc4.txt
issue,1,doc4.txt
things,1,doc4.txt
coalition,2,doc4.txt
december,1,doc4.txt
2002,1,doc4.txt
succeeded,1,doc4.txt
promising,2,doc4.txt
gestures,1,doc4.txt
dismissal,1,doc4.txt
shaky,1,doc4.txt
judges,1,doc4.txt
renewed,1,doc4.txt
vigor,1,doc4.txt
into,1,doc4.txt
goldenberg,1,doc4.txt
scandal,1,doc4.txt
calls,1,doc4.txt
disclosure,1,doc4.txt
elected,1,doc4.txt
officials,2,doc4.txt
wealth,3,doc4.txt
enough,2,doc4.txt
happens,1,doc4.txt
measure,1,doc4.txt
treats,1,doc4.txt
starting,1,doc4.txt
see,3,doc4.txt
simple,1,doc4.txt
changing,1,doc4.txt
guard,1,doc4.txt
piecemeal,1,doc4.txt
reforms,2,doc4.txt
crying,1,doc4.txt
voted,1,doc4.txt
orange,1,doc4.txt
banana,1,doc4.txt
referendum,1,doc4.txt
message,1,doc4.txt
seemed,1,doc4.txt
sending,1,doc4.txt
dissatisfaction,1,doc4.txt
pace,1,doc4.txt
reform,3,doc4.txt
frustration,1,doc4.txt
continued,1,doc4.txt
tolerance,1,doc4.txt
levels,1,doc4.txt
done,2,doc4.txt
dont,1,doc4.txt
solutions,1,doc4.txt
think,1,doc4.txt
theyll,1,doc4.txt
places,1,doc4.txt
truly,1,doc4.txt
committed,1,doc4.txt
start,2,doc4.txt
temptation,1,doc4.txt
bribe,2,doc4.txt
greater,1,doc4.txt
youre,1,doc4.txt
making,2,doc4.txt
payroll,1,doc4.txt
likely,1,doc4.txt
someone,1,doc4.txt
encouraged,1,doc4.txt
downsize,1,doc4.txt
bureaucracy,2,doc4.txt
cut,1,doc4.txt
positions,1,doc4.txt
arent,1,doc4.txt
necessary,1,doc4.txt
useful,1,doc4.txt
use,1,doc4.txt
extra,1,doc4.txt
money,1,doc4.txt
increase,2,doc4.txt
salary,1,doc4.txt
course,2,doc4.txt
reduce,1,doc4.txt
pay,2,doc4.txt
sector,1,doc4.txt
rules,4,doc4.txt
theres,1,doc4.txt
clear,1,doc4.txt
advertised,1,doc4.txt
laws,1,doc4.txt
regulations,1,doc4.txt
regarding,1,doc4.txt
business,2,doc4.txt
takes,2,doc4.txt
property,1,doc4.txt
go,1,doc4.txt
getting,1,doc4.txt
loan,1,doc4.txt
chance,1,doc4.txt
bureaucrat,1,doc4.txt
suit,1,doc4.txt
interests,1,doc4.txt
clarifying,1,doc4.txt
these,4,doc4.txt
focusing,2,doc4.txt
judicial,1,doc4.txt
enforce,1,doc4.txt
resolve,1,doc4.txt
disputes,1,doc4.txt
primary,1,doc4.txt
goal,2,doc4.txt
any,2,doc4.txt
suffering,1,doc4.txt
addition,1,doc4.txt
information,1,doc4.txt
provided,1,doc4.txt
easier,1,doc4.txt
your,6,doc4.txt
brothers,1,doc4.txt
villages,1,doc4.txt
evaluate,1,doc4.txt
treated,1,doc4.txt
fairly,2,doc4.txt
servants,2,doc4.txt
declarations,1,doc4.txt
little,3,doc4.txt
accountability,1,doc4.txt
spending,1,doc4.txt
possible,2,doc4.txt
knows,2,doc4.txt
available,2,doc4.txt
allocated,1,doc4.txt
given,1,doc4.txt
project,1,doc4.txt
finally,1,doc4.txt
ethnicbased,1,doc4.txt
stop,1,doc4.txt
rooted,1,doc4.txt
bankrupt,1,doc4.txt
idea,2,doc4.txt
funnel,1,doc4.txt
pie,1,doc4.txt
ones,1,doc4.txt
circle,1,doc4.txt
innovation,1,doc4.txt
fractures,1,doc4.txt
fabric,1,doc4.txt
opening,1,doc4.txt
businesses,1,doc4.txt
engaging,1,doc4.txt
commerce,1,doc4.txt
rely,1,doc4.txt
payback,1,doc4.txt
advancing,1,doc4.txt
unifying,1,doc4.txt
forward,1,doc4.txt
solving,1,doc4.txt
problems,1,doc4.txt
divides,1,doc4.txt
neighbor,2,doc4.txt
break,1,doc4.txt
cycle,1,doc4.txt
judged,1,doc4.txt
merit,1,doc4.txt
connections,1,doc4.txt
brightest,1,doc4.txt
lead,2,doc4.txt
grow,1,doc4.txt
everyone,3,doc4.txt
benefit,1,doc4.txt
select,1,doc4.txt
groups,1,doc4.txt
strongest,1,doc4.txt
weapons,1,doc4.txt
stand,1,doc4.txt
injustices,1,doc4.txt
ultimate,1,doc4.txt
guardians,1,doc4.txt
names,1,doc4.txt
wangari,1,doc4.txt
maathai,1,doc4.txt
john,1,doc4.txt
githongo,1,doc4.txt
insidious,1,doc4.txt
weakened,1,doc4.txt
whom,1,doc4.txt
im,1,doc4.txt
meeting,1,doc4.txt
visit,1,doc4.txt
betty,1,doc4.txt
murungi,1,doc4.txt
ken,1,doc4.txt
njau,1,doc4.txt
jane,1,doc4.txt
onyango,1,doc4.txt
maina,1,doc4.txt
kiai,1,doc4.txt
milly,1,doc4.txt
odhiombo,1,doc4.txt
hussein,1,doc4.txt
khalid,1,doc4.txt
numerous,1,doc4.txt
refused,1,doc4.txt
perform,1,doc4.txt
duties,1,doc4.txt
auditors,1,doc4.txt
inspectors,1,doc4.txt
general,1,doc4.txt
accurately,1,doc4.txt
regardless,2,doc4.txt
facts,1,doc4.txt
led,1,doc4.txt
journalists,1,doc4.txt
questions,1,doc4.txt
pushed,1,doc4.txt
answers,1,doc4.txt
may,2,doc4.txt
lucrative,1,doc4.txt
look,2,doc4.txt
whip,1,doc4.txt
convenient,1,doc4.txt
fiction,1,doc4.txt
anonymous,1,doc4.txt
whistleblowers,1,doc4.txt
show,1,doc4.txt
rejecting,1,doc4.txt
insulting,1,doc4.txt
somehow,1,doc4.txt
culture,1,doc4.txt
heroes,1,doc4.txt
reveal,2,doc4.txt
opposite,1,doc4.txt
strength,1,doc4.txt
integrity,1,doc4.txt
character,1,doc4.txt
build,2,doc4.txt
future,2,doc4.txt
independent,1,doc4.txt
institutions,1,doc4.txt
anticorruption,1,doc4.txt
commission,1,doc4.txt
authority,1,doc4.txt
cults,1,doc4.txt
personality,1,doc4.txt
contribution,1,doc4.txt
longer,1,doc4.txt
fight,4,doc4.txt
looking,1,doc4.txt
crowd,1,doc4.txt
young,2,doc4.txt
faith,1,doc4.txt
too,1,doc4.txt
decide,2,doc4.txt
leaders,1,doc4.txt
held,1,doc4.txt
standards,1,doc4.txt
same,1,doc4.txt
ethnicity,1,doc4.txt
determine,1,doc4.txt
direction,1,doc4.txt
21st,1,doc4.txt
century,1,doc4.txt
selfish,1,doc4.txt
desires,1,doc4.txt
open,2,doc4.txt
stronger,1,doc4.txt
rises,1,doc4.txt
envisioned,1,doc4.txt
struggled,1,doc4.txt
sacrificed,1,doc4.txt
honoring,1,doc4.txt
memory,1,doc4.txt
seem,1,doc4.txt
task,1,doc4.txt
bigger,1,doc4.txt
imagine,1,doc4.txt
doing,1,doc4.txt
right,1,doc4.txt
wrongs,1,doc4.txt
said,1,doc4.txt
outset,1,doc4.txt
returned,1,doc4.txt
america,1,doc4.txt
since,1,doc4.txt
known,1,doc4.txt
through,1,doc4.txt
stories,2,doc4.txt
mother,1,doc4.txt
tell,1,doc4.txt
heard,1,doc4.txt
relatives,1,doc4.txt
perfect,1,doc4.txt
mistakes,2,doc4.txt
disappointed,1,doc4.txt
lifetime,1,doc4.txt
parents,1,doc4.txt
learn,1,doc4.txt
muster,1,doc4.txt
courage,3,doc4.txt
fulfill,1,doc4.txt
forefathers,1,doc4.txt
towards,1,doc4.txt
better,1,doc4.txt
todays,1,doc4.txt
repressive,1,doc4.txt
wish,1,doc4.txt
luck,1,doc4.txt
months,1,doc4.txt
ally,1,doc4.txt
friend,1,doc4.txt
brother,1,doc4.txt
thank,1,doc4.txt
let,12,doc1.txt
me,7,doc1.txt
begin,3,doc1.txt
by,12,doc1.txt
saying,1,doc1.txt
thanks,1,doc1.txt
to,93,doc1.txt
all,18,doc1.txt
you,22,doc1.txt
whove,2,doc1.txt
traveled,1,doc1.txt
from,9,doc1.txt
far,1,doc1.txt
and,103,doc1.txt
wide,1,doc1.txt
brave,1,doc1.txt
the,119,doc1.txt
cold,1,doc1.txt
today,11,doc1.txt
we,43,doc1.txt
made,5,doc1.txt
this,29,doc1.txt
journey,2,doc1.txt
for,32,doc1.txt
a,62,doc1.txt
reason,1,doc1.txt
its,6,doc1.txt
humbling,1,doc1.txt
but,12,doc1.txt
in,44,doc1.txt
my,4,doc1.txt
heart,5,doc1.txt
i,39,doc1.txt
know,12,doc1.txt
didnt,1,doc1.txt
come,5,doc1.txt
here,11,doc1.txt
just,4,doc1.txt
came,4,doc1.txt
because,5,doc1.txt
believe,7,doc1.txt
what,6,doc1.txt
country,6,doc1.txt
can,25,doc1.txt
be,30,doc1.txt
face,8,doc1.txt
of,75,doc1.txt
war,7,doc1.txt
there,10,doc1.txt
peace,2,doc1.txt
despair,1,doc1.txt
hope,4,doc1.txt
politics,4,doc1.txt
thats,12,doc1.txt
shut,1,doc1.txt
out,3,doc1.txt
told,6,doc1.txt
settle,1,doc1.txt
divided,4,doc1.txt
us,27,doc1.txt
too,4,doc1.txt
long,6,doc1.txt
one,5,doc1.txt
people,12,doc1.txt
reaching,1,doc1.txt
whats,5,doc1.txt
possible,4,doc1.txt
building,4,doc1.txt
that,73,doc1.txt
more,10,doc1.txt
perfect,1,doc1.txt
union,2,doc1.txt
were,9,doc1.txt
on,11,doc1.txt
tell,2,doc1.txt
how,2,doc1.txt
as,16,doc1.txt
most,5,doc1.txt
am,1,doc1.txt
not,8,doc1.txt
native,1,doc1.txt
great,1,doc1.txt
state,3,doc1.txt
moved,2,doc1.txt
illinois,1,doc1.txt
over,3,doc1.txt
two,1,doc1.txt
decades,1,doc1.txt
ago,1,doc1.txt
was,14,doc1.txt
young,2,doc1.txt
man,2,doc1.txt
then,3,doc1.txt
year,3,doc1.txt
college,2,doc1.txt
knew,1,doc1.txt
no,6,doc1.txt
chicago,1,doc1.txt
without,2,doc1.txt
money,2,doc1.txt
or,4,doc1.txt
family,1,doc1.txt
connections,1,doc1.txt
group,1,doc1.txt
churches,1,doc1.txt
had,6,doc1.txt
offered,1,doc1.txt
job,5,doc1.txt
community,1,doc1.txt
organizer,1,doc1.txt
13000,1,doc1.txt
accepted,1,doc1.txt
sight,1,doc1.txt
unseen,1,doc1.txt
motivated,1,doc1.txt
single,2,doc1.txt
simple,1,doc1.txt
powerful,1,doc1.txt
idea,1,doc1.txt
might,1,doc1.txt
play,3,doc1.txt
small,1,doc1.txt
part,1,doc1.txt
better,6,doc1.txt
america,9,doc1.txt
work,12,doc1.txt
took,1,doc1.txt
some,4,doc1.txt
chicagos,1,doc1.txt
poorest,1,doc1.txt
neighborhoods,2,doc1.txt
joined,1,doc1.txt
with,13,doc1.txt
pastors,1,doc1.txt
laypeople,1,doc1.txt
deal,1,doc1.txt
communities,2,doc1.txt
been,8,doc1.txt
ravaged,1,doc1.txt
plant,1,doc1.txt
closings,1,doc1.txt
saw,2,doc1.txt
problems,2,doc1.txt
faced,1,doc1.txt
werent,1,doc1.txt
simply,1,doc1.txt
local,1,doc1.txt
nature,1,doc1.txt
decision,1,doc1.txt
close,1,doc1.txt
steel,1,doc1.txt
mill,1,doc1.txt
distant,1,doc1.txt
executives,1,doc1.txt
lack,1,doc1.txt
textbooks,1,doc1.txt
computers,1,doc1.txt
schools,4,doc1.txt
could,4,doc1.txt
traced,1,doc1.txt
skewed,1,doc1.txt
priorities,2,doc1.txt
politicians,1,doc1.txt
thousand,1,doc1.txt
miles,1,doc1.txt
away,4,doc1.txt
when,6,doc1.txt
child,2,doc1.txt
turns,1,doc1.txt
violence,1,doc1.txt
theres,1,doc1.txt
hole,1,doc1.txt
his,7,doc1.txt
government,5,doc1.txt
ever,3,doc1.txt
fill,1,doc1.txt
it,16,doc1.txt
these,4,doc1.txt
received,1,doc1.txt
best,3,doc1.txt
education,1,doc1.txt
where,8,doc1.txt
learned,2,doc1.txt
true,1,doc1.txt
meaning,2,doc1.txt
christian,1,doc1.txt
faith,3,doc1.txt
after,5,doc1.txt
three,1,doc1.txt
years,4,doc1.txt
went,1,doc1.txt
law,4,doc1.txt
school,1,doc1.txt
wanted,1,doc1.txt
understand,4,doc1.txt
should,3,doc1.txt
those,7,doc1.txt
need,6,doc1.txt
became,1,doc1.txt
civil,2,doc1.txt
rights,2,doc1.txt
lawyer,2,doc1.txt
taught,1,doc1.txt
constitutional,1,doc1.txt
time,10,doc1.txt
our,37,doc1.txt
cherished,1,doc1.txt
liberty,1,doc1.txt
equality,1,doc1.txt
depend,1,doc1.txt
active,1,doc1.txt
participation,1,doc1.txt
an,8,doc1.txt
awakened,1,doc1.txt
electorate,1,doc1.txt
ideas,1,doc1.txt
mind,1,doc1.txt
arrived,1,doc1.txt
capital,1,doc1.txt
city,1,doc1.txt
senator,2,doc1.txt
springfield,3,doc1.txt
is,25,doc1.txt
converge,1,doc1.txt
farmers,1,doc1.txt
teachers,2,doc1.txt
businessmen,1,doc1.txt
laborers,1,doc1.txt
them,7,doc1.txt
story,1,doc1.txt
seeking,1,doc1.txt
seat,1,doc1.txt
at,2,doc1.txt
table,2,doc1.txt
clamoring,1,doc1.txt
heard,4,doc1.txt
lasting,1,doc1.txt
friendships,1,doc1.txt
friends,1,doc1.txt
see,3,doc1.txt
audience,1,doc1.txt
disagree,1,doc1.txt
being,1,doc1.txt
disagreeable,1,doc1.txt
compromise,1,doc1.txt
so,4,doc1.txt
principles,1,doc1.txt
never,3,doc1.txt
compromised,1,doc1.txt
willing,2,doc1.txt
listen,1,doc1.txt
each,3,doc1.txt
other,3,doc1.txt
assume,1,doc1.txt
instead,2,doc1.txt
worst,1,doc1.txt
why,9,doc1.txt
able,3,doc1.txt
reform,2,doc1.txt
death,2,doc1.txt
penalty,1,doc1.txt
system,4,doc1.txt
broken,2,doc1.txt
give,3,doc1.txt
health,5,doc1.txt
insurance,1,doc1.txt
children,3,doc1.txt
tax,1,doc1.txt
fair,1,doc1.txt
working,3,doc1.txt
families,3,doc1.txt
passed,2,doc1.txt
ethics,2,doc1.txt
reforms,1,doc1.txt
cynics,2,doc1.txt
said,1,doc1.txt
north,2,doc1.txt
south,2,doc1.txt
east,1,doc1.txt
west,2,doc1.txt
together,8,doc1.txt
reminded,1,doc1.txt
essential,1,doc1.txt
decency,2,doc1.txt
american,2,doc1.txt
through,4,doc1.txt
build,1,doc1.txt
hopeful,1,doc1.txt
shadow,1,doc1.txt
old,1,doc1.txt
capitol,1,doc1.txt
lincoln,4,doc1.txt
once,2,doc1.txt
called,2,doc1.txt
house,1,doc1.txt
stand,2,doc1.txt
common,3,doc1.txt
hopes,2,doc1.txt
dreams,2,doc1.txt
still,1,doc1.txt
before,4,doc1.txt
announce,1,doc1.txt
candidacy,1,doc1.txt
president,2,doc1.txt
united,1,doc1.txt
states,1,doc1.txt
recognize,1,doc1.txt
certain,2,doc1.txt
presumptuousness,1,doc1.txt
audacity,1,doc1.txt
announcement,1,doc1.txt
havent,1,doc1.txt
spent,1,doc1.txt
lot,1,doc1.txt
learning,2,doc1.txt
ways,2,doc1.txt
washington,3,doc1.txt
ive,2,doc1.txt
enough,1,doc1.txt
must,4,doc1.txt
change,5,doc1.txt
genius,1,doc1.txt
founders,1,doc1.txt
they,11,doc1.txt
designed,1,doc1.txt
changed,2,doc1.txt
take,5,doc1.txt
weve,9,doc1.txt
tyranny,2,doc1.txt
band,1,doc1.txt
patriots,1,doc1.txt
brought,1,doc1.txt
empire,1,doc1.txt
knees,1,doc1.txt
secession,1,doc1.txt
unified,1,doc1.txt
nation,4,doc1.txt
set,4,doc1.txt
captives,1,doc1.txt
free,3,doc1.txt
depression,1,doc1.txt
put,1,doc1.txt
back,2,doc1.txt
lifted,1,doc1.txt
millions,4,doc1.txt
poverty,2,doc1.txt
welcomed,1,doc1.txt
immigrants,2,doc1.txt
shores,1,doc1.txt
opened,1,doc1.txt
railroads,1,doc1.txt
landed,1,doc1.txt
moon,1,doc1.txt
kings,1,doc1.txt
call,2,doc1.txt
justice,2,doc1.txt
roll,1,doc1.txt
down,3,doc1.txt
like,3,doc1.txt
water,1,doc1.txt
righteousness,1,doc1.txt
mighty,1,doc1.txt
stream,1,doc1.txt
every,5,doc1.txt
new,3,doc1.txt
generation,11,doc1.txt
has,3,doc1.txt
risen,1,doc1.txt
up,6,doc1.txt
done,3,doc1.txt
needed,1,doc1.txt
are,9,doc1.txt
answer,1,doc1.txt
unyielding,1,doc1.txt
impossible,1,doc1.txt
odds,1,doc1.txt
who,5,doc1.txt
love,2,doc1.txt
their,7,doc1.txt
abraham,1,doc1.txt
understood,1,doc1.txt
he,8,doc1.txt
doubts,1,doc1.txt
defeats,1,doc1.txt
setbacks,1,doc1.txt
will,16,doc1.txt
words,2,doc1.txt
helped,1,doc1.txt
rallied,1,doc1.txt
cause,2,doc1.txt
longer,1,doc1.txt
slave,1,doc1.txt
men,2,doc1.txt
women,2,doc1.txt
race,3,doc1.txt
walk,1,doc1.txt
life,2,doc1.txt
continued,1,doc1.txt
march,3,doc1.txt
freedom,2,doc1.txt
laid,1,doc1.txt
rest,1,doc1.txt
have,14,doc1.txt
chance,1,doc1.txt
challenges,4,doc1.txt
millennium,1,doc1.txt
americans,3,doc1.txt
end,3,doc1.txt
dependence,1,doc1.txt
oil,2,doc1.txt
threatens,1,doc1.txt
future,5,doc1.txt
many,2,doc1.txt
arent,1,doc1.txt
struggling,1,doc1.txt
paycheck,2,doc1.txt
despite,1,doc1.txt
hard,3,doc1.txt
talked,1,doc1.txt
about,8,doc1.txt
stopped,2,doc1.txt
meeting,1,doc1.txt
absence,1,doc1.txt
sound,1,doc1.txt
policies,1,doc1.txt
sensible,1,doc1.txt
plans,2,doc1.txt
failure,1,doc1.txt
leadership,1,doc1.txt
smallness,1,doc1.txt
