Word,Total Occurrences,doc6.txt,doc5.txt,doc4.txt,doc1.txt,doc3.txt,doc2.txt
authorityrather,1,,,,,,
allies,3,,,,,,
"Syrians,",1,,,,,,
goal,4,,,,,,
Cooperative,6,,,,,,
Lugar?,1,,,,,,
"coddling,",1,,,,,,
restore.,1,,,,,,
poured,1,,,,,,
until,4,,,,,,
program.,2,,,,,,
friendships,1,,,,,,
James,1,,,,,,
developmentit,1,,,,,,
"prayed,",1,,,,,,
ordered,1,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
isyoure,1,,,,,,
served,3,,,,,,
troops,23,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,,,
actions.,1,,,,,,
off,11,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.","And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
nice,1,,,,,,
"pace,",1,,,,,,
lived,2,,,,,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
woman,5,,,,,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",
Vice,1,,,,,,
grace,1,,,,,,
raised,1,,,,,,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
leads,1,,,,,,
unnecessary,1,,,,,,
politics,13,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
lies,1,,,,,,
street,1,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
economy.,1,,,,,,
"dont,",1,,,,,,
increase,3,,,,,,
quantity,1,,,,,,
triple,1,,,,,,
scientists;,1,,,,,,
flexibility,1,,,,,,
tonight.,2,,,,,,
outrage,1,,,,,,
Frederick,1,,,,,,
wanted,1,,,,,,
"Mandela,",1,,,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",,,
devoted,1,,,,,,
journey,3,,,,,,
was,69,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
"Murungi,",1,,,,,,
often,5,,,,,,
performing,1,,,,,,
"Minnesota,",1,,,,,,
administrative,1,,,,,,
Pew,1,,,,,,
ran,1,,,,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
rebuilding,2,,,,,,
"worldclass,",1,,,,,,
School,1,,,,,,
assume,2,,,,,,
countries.,1,,,,,,
like,23,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.","The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",
small,8,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
calling,1,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
lowenriched,1,,,,,,
"attacks,",1,,,,,,
"large,",2,,,,,,
"building,",1,,,,,,
college.,2,,,,,,
"Additionally,",1,,,,,,
industries,1,,,,,,
largest,1,,,,,,
should,40,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,,,
economic,7,,,,,,
"camps,",1,,,,,,
herself.,1,,,,,,
Energy,1,,,,,,
long,16,,,,,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",
God,1,,,,,,
Joe,1,,,,,,
governance.,1,,,,,,
needs,3,,,,,,
Tell,2,,,,,,
result,1,,,,,,
average,1,,,,,,
cross,1,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
"marching,",1,,,,,,
known,3,,,,,,
cause,5,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
concedes,1,,,,,,
adviceto,1,,,,,,
pensions,2,,,,,,
body,1,,,,,,
muddle,1,,,,,,
patronage,2,,,,,,
progressive,1,,,,,,
"ask,",1,,,,,,
cut,4,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,
easy,2,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
embodies,1,,,,,,
reward,2,,,,,,
things.,3,,,,,,
fierce,1,,,,,,
Perm,1,,,,,,
agriculture,1,,,,,,
suffers,1,,,,,,
ethnicity,1,,,,,,
Department,1,,,,,,
lead.,1,,,,,,
Russian,3,"But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,,,,
"Alego,",1,,,,,,
Robert,1,,,,,,
same.,1,,,,,,
running.,1,,,,,,
billion,3,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
governing,1,,,,,,
"quest,",1,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
"road,",1,,,,,,
landed,1,,,,,,
serious,7,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",,,,,
military,13,,,,,Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,
period,3,,,,,,
"First,",2,,,,,,
priority,1,,,,,,
One,5,,,,,,
takes,4,,,,,,
generation,15,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
23,1,,,,,,
embodied,1,,,,,,
may,14,,,,,Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,
words:,1,,,,,,
fantasy.,1,,,,,,
lives,12,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
additional,1,,,,,,
family,7,,,,,,
restoring,1,,,,,,
elsewhere.,1,,,,,,
reason,5,,,,,,
failure.,1,,,,,,
start.,2,,,,,,
Threat,6,,,,,,
"Accomplished,”",1,,,,,,
corrupt,2,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
"divided,",2,,,,,,
city,4,,,,,,
"topnotch,",1,,,,,,
result.,1,,,,,,
bed,1,,,,,,
surround,1,,,,,,
ourselves,4,,,,,,
expertise.,1,,,,,,
Republican,5,,,,,,
inspiring.,1,,,,,,
big,5,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
"reserves,",1,,,,,,
large,2,,,,,,
discriminating,1,,,,,,
think,26,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,,,,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
secured.,1,,,,,,
told,18,,,,,,
"matter,",1,,,,,,
Democrats,7,,,,,,
mass,6,,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
Kings,1,,,,,,
part,15,,,,,,
AK47s,1,,,,,,
Andy,1,,,,,,
accepted,1,,,,,,
detailis,1,,,,,,
create,9,,,,,,
before.,2,,,,,,
shot,1,,,,,,
time?,1,,,,,,
efficient.,1,,,,,,
turn,9,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
visit,3,,,,,,
assured,1,,,,,,
notice,2,,,,,,
room.,1,,,,,,
local,5,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,
poverty?,1,,,,,,
stuck,1,,,,,,
relief,1,,,,,,
agree,5,,,,,,
fall,4,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,
crowd,1,,,,,,
woman.,1,,,,,,
wherever,4,,,,,Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,
extra,2,,,,,,
extraordinarily,1,,,,,,
well.,4,,,,,,
rather,3,,,,,,
powerfully,1,,,,,,
which,13,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
"out,",3,,,,,,
struck,1,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
written,1,,,,,,
promise?,1,,,,,,
inheritance.,1,,,,,,
received,1,,,,,,
tuck,1,,,,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
vital,1,,,,,,
"west,",1,,,,,,
coffins,1,,,,,,
blatant,1,,,,,,
worker,1,,,,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
grand,1,,,,,,
plans,2,,,,,,
net,1,,,,,,
desperately,2,,,,,,
leaders,4,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
"talent,",1,,,,,,
threw,1,,,,,,
coal,1,,,,,,
bought,1,,,,,,
suggested,1,,,,,,
"defeating,",1,,,,,,
Kenya,22,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
"mood,",1,,,,,,
breakthrough,1,,,,,,
fled,1,,,,,,
by,65,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.","I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
quickest,1,,,,,,
"speak,",1,,,,,,
solemn,2,,,,,,
"brother,",1,,,,,,
came,10,,,,,,
independent,2,,,,,,
Minister,1,,,,,,
hold,4,,,,,,
United,12,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
involvement,1,,,,,,
"with,",1,,,,,,
pandemic,1,,,,,,
"Njau,",1,,,,,,
dayand,1,,,,,,
words,3,,,,,,
broken,4,,,,,,
year,13,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?",,,,,
truly,2,,,,,,
provided,1,,,,,,
shores,1,,,,,,
about,64,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,,,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.","In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
clear,15,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",,,,,
night.,1,,,,,,
"No,",1,,,,,,
"Harbor,",1,,,,,,
bureaucracyto,1,,,,,,
accountability.,2,,,,,,
recover,1,,,,,,
system.,1,,,,,,
struggled,1,,,,,,
"America,",9,,,,,,
lift,4,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
fuelefficiency,1,,,,,,
doubts.,1,,,,,,
happened,3,,,,,,
computers,1,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,
"biological,",1,,,,,,
reality,3,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
sectarian,4,,,,,,
bioattack,1,,,,,,
agents,3,,,,,,
rest,2,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,,,,
scope,1,,,,,,
you.,8,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
hat,1,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.","But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.","I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill. | And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.","Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances. | And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.","We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. | In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships. | It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
gangviolence,1,,,,,,
guidance,1,,,,,,
brightest,1,,,,,,
holding,1,,,,,,
regards,1,,,,,,
Kiev,1,,,,,,
champion,1,,,,,,
"War,",1,,,,,,
makes,5,,,,,,
"Hey,",1,,,,,,
demanding,1,,,,,,
"people,",5,,,,,,
vote,1,,,,,,
timeand,1,,,,,,
letters.,1,,,,,,
drain,1,,,,,,
tour,1,,,,,,
caring,1,,,,,,
education,6,,,,,,
scientific,1,,,,,,
from.,1,,,,,,
weapons,22,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
packages,1,,,,,,
already.,1,,,,,,
base.,1,,,,,,
Programs,1,,,,,,
Laden,2,,,,,,
lay,3,,,,,,
high,6,,,,,,
Take,1,,,,,,
failed,2,,,,,,
piles,1,,,,,,
implemented,1,,,,,,
freedoms,1,,,,,,
whod,2,,,,,,
case,1,,,,,,
"others,",1,,,,,,
disagree,2,,,,,,
gases.,1,,,,,,
"friends,",1,,,,,,
four,5,,,,,,
see,12,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.","I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
took,4,,,,,,
span,1,,,,,,
reports,1,,,,,,
Depression,1,,,,,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
folks,2,,,,,,
tired,3,,,,,,
"case,",1,,,,,,
losing,2,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
Bill.,1,,,,,,
"over,",1,,,,,,
run,4,,,,,,
year.,1,,,,,,
steel,2,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,
largely,1,,,,,,
"tonight,",1,,,,,,
"size,",1,,,,,,
committed,2,,,,,,
happy,1,,,,,,
pregnancies,1,,,,,,
city.,1,,,,,,
offered,2,,,,,,
burdens,1,,,,,,
outcome,3,,,,,,
deposing,1,,,,,,
letters,1,,,,,,
resolve,4,,,,,,
brink,1,,,,,,
